scenario_id,obstacle_id,k,dx,dy
0,0,0,-1.2417560295893684,1.6206929761615498
0,0,1,1.3893091897472234,0.9902465291968655
0,0,2,1.1797696739879655,-1.2294497445645831
0,0,3,1.6422235309979751,1.5097606455510413
0,0,4,0.377984979716428,0.7671793795518016
0,0,5,-2.252006241402777,-2.307301172123446
0,0,6,2.6791290706466775,-0.3417889796959403
0,0,7,-1.454653278198513,0.6803888720822833
0,0,8,-0.43099172194358376,0.5662586865056406
0,0,9,-0.9221602377281704,-0.34002430361921687
0,0,10,1.8817679648999832,-0.23763080495997585
0,0,11,-0.5288457503248011,0.04086181404814389
0,0,12,1.3194895296765392,-1.4041014540429466
0,0,13,1.7858821648274528,-1.421832671528747
0,0,14,1.956727289266194,-4.074799736434962
0,0,15,1.5159628278159927,1.301355007895497
0,0,16,-1.2425742498859453,0.2313328239789739
0,0,17,0.06788124328444259,-0.3537351991350671
0,0,18,-2.8522279320239554,-4.55393873743322
0,0,19,-1.1942937908369333,-0.9666907425219782
0,0,20,2.863909852885683,0.6744884701591178
1,0,0,-1.3736567492729217,0.7912574899927218
1,0,1,1.0305885578429461,0.7900851567734607
1,0,2,0.04067163590576359,-1.5391423974296565
1,0,3,1.6654393005997572,1.310241125322035
1,0,4,0.8675166308313401,-0.011324385719006382
1,0,5,-0.6700900967572836,-1.5644241537585872
1,0,6,-0.02930098700850251,0.2308356256203072
1,0,7,-0.9054274342834853,0.09350819626140784
1,0,8,0.0907494656879904,-1.5796164375443489
1,0,9,-1.2819137931120719,0.0020732784300542878
1,0,10,0.11779695657692535,-0.18378688635511756
1,0,11,0.12018776778991361,1.0292419930181782
1,0,12,-0.38977929470040545,-0.5011788542264516
1,0,13,0.43128458759457894,-0.1397703058210103
1,0,14,3.036759159598995,-1.3145151938708057
1,0,15,-0.014894549328180134,0.45481676848506725
1,0,16,-1.554874641716883,0.20651686892263457
1,0,17,-0.5230808692615353,0.9273094799740553
1,0,18,-0.188801537677824,-2.0063368735861284
1,0,19,0.05170288935332681,-1.29288420830929
1,0,20,0.2971833170061562,0.5630054293024761
2,0,0,-0.1650194630517074,-2.856099296262661
2,0,1,2.4371388346068668,1.6545179604366549
2,0,2,1.9488948914678292,1.5558043116504054
2,0,3,4.357659245467938,0.3665490709005377
2,0,4,1.2026102861702672,1.8172719062525902
2,0,5,-1.0773286720762179,2.6288577978539704
2,0,6,-2.0473790777677996,-0.6588564668957446
2,0,7,-1.441860561991363,1.1106101824990737
2,0,8,2.3200637651358242,-0.5883149392498264
2,0,9,-0.4418981690304248,-0.7439426156182091
2,0,10,1.3910342102927364,-0.1850462491048111
2,0,11,1.4017208183392142,1.3191156701084852
2,0,12,0.11434090952322809,-1.5472301823685364
2,0,13,-1.5249929347474211,-1.4847581292991008
2,0,14,1.3304325812607811,0.03810023316514561
2,0,15,1.6138517098727299,-0.32228001006565693
2,0,16,-1.66858278498421,1.287489454449853
2,0,17,1.6824671443899943,0.5132451652774387
2,0,18,-4.130683022992498,-0.8817847805404248
2,0,19,-1.742251430316696,-0.1190841799018385
2,0,20,1.1852939046922615,1.7024680514011972
3,0,0,-0.21106446716357752,-1.9007250657178165
3,0,1,2.302833672417348,0.6255898892483667
3,0,2,0.27772071477819277,-0.14786786076500527
3,0,3,3.878679728853939,1.1358701115982035
3,0,4,0.40451606983723076,1.8869928684485742
3,0,5,-1.3514850540746846,1.8481880237274981
3,0,6,-0.6844984867228319,0.5557358718857832
3,0,7,-1.9358786656684137,2.156640068682322
3,0,8,2.0447212288151966,-1.7889631949929714
3,0,9,-1.5048438166170655,-0.6826594944555072
3,0,10,1.005192894977523,-1.0334135022724904
3,0,11,0.4413039420136687,0.8629453893123328
3,0,12,-0.5993209185124505,-1.931195813607474
3,0,13,-1.259682215833103,0.23495609089206806
3,0,14,1.732831716492803,-1.1517443578279085
3,0,15,0.9149081155872798,0.6084158661641591
3,0,16,-2.019712020334545,1.0113831664724948
3,0,17,-1.3263962105886455,0.4918789960506582
3,0,18,-3.373194549359317,-1.4519500791325497
3,0,19,-1.2275807723385435,-1.6090567090012358
3,0,20,3.1965948860061766,2.4987853848923174
4,0,0,-1.8713322757246929,-0.7128998051404433
4,0,1,0.8236343591664331,1.2635975429551065
4,0,2,2.9693619542049268,0.5044398912011092
4,0,3,2.701573702532548,1.840411099713047
4,0,4,0.2821459386457404,0.7810931387778872
4,0,5,-0.3813137520612994,1.199430037564194
4,0,6,-1.1396685444280368,1.154767283486558
4,0,7,-1.565813741124906,0.9812751838586177
4,0,8,0.4569343122791817,-1.7525718361078557
4,0,9,-0.6125757855893541,0.49188581538242876
4,0,10,0.4254687646941141,0.4207119735515489
4,0,11,0.9693258176711109,1.5201420444439235
4,0,12,-0.7029806120418144,-0.7328428420134329
4,0,13,1.3364316200560664,-0.888289517834067
4,0,14,3.388336574320335,-1.2547103922831466
4,0,15,1.5482929637315719,1.5453579002386941
4,0,16,-1.297666632278399,0.2438967993734524
4,0,17,-0.0019055529435756725,-1.1515621819347794
4,0,18,-1.685307299180171,-3.7508678594279328
4,0,19,-0.9581893710350221,-0.8341811290527065
4,0,20,-0.4923550880942128,-0.7490267739898966
5,0,0,-0.8631517132739944,0.6479058944147378
5,0,1,-0.18728041578368027,1.3589621311600482
5,0,2,-1.0801380464031887,-1.651933945912893
5,0,3,2.259734175060608,0.868853060398803
5,0,4,1.2071449546052844,1.3981722983740428
5,0,5,-1.6188812509579538,-2.6377939726161297
5,0,6,0.16174643644548506,-0.8819307557701007
5,0,7,-0.874594250926177,-0.5054835584755983
5,0,8,0.8082758008585204,-2.175005236535515
5,0,9,-0.8713761882173304,0.30171917017720923
5,0,10,-1.1695690551804987,-1.409111526997013
5,0,11,-0.40423748766247913,0.11508092109363054
5,0,12,0.4093963786490217,-2.594667456979671
5,0,13,0.5406391377292239,-0.5142882256422157
5,0,14,2.482856696878994,-0.40859031507739674
5,0,15,0.45725456269390746,-1.3034250982046252
5,0,16,-3.0378472890962276,0.9094874489551067
5,0,17,0.18378615974582047,0.6819405900733045
5,0,18,-0.8969119200171154,-1.243694007560821
5,0,19,0.07733849624011122,-0.6654538144964149
5,0,20,0.5253070804593525,2.3966287596051874
6,0,0,-1.4118328191351497,-0.09178638565481428
6,0,1,0.007046588789260384,1.1469256765496953
6,0,2,1.1476525893010951,0.5044541197751772
6,0,3,1.6038469859892444,0.7660063489488966
6,0,4,0.4362055396795605,-0.765436852464395
6,0,5,-2.0373089984211763,0.1628776575855902
6,0,6,1.548587832148865,-1.1440827916613516
6,0,7,-1.0643170122959291,1.0716340853328383
6,0,8,1.771930794749959,-0.08171390341062092
6,0,9,-1.0237044273226226,-0.45703334457827166
6,0,10,0.881277895436484,-0.15504071776750858
6,0,11,-0.8967281526401658,-0.26479234881380737
6,0,12,1.1955616023724387,-1.0961842787008187
6,0,13,0.482824447287836,-1.798899067863406
6,0,14,-0.006776003294081805,-2.144051302977025
6,0,15,2.6023876430892425,0.3378753032189685
6,0,16,-0.3104863672804525,0.1363776865636698
6,0,17,0.9469935072809572,-0.6639143617640926
6,0,18,-2.6373053498179084,-1.7907663260849578
6,0,19,-0.9001720467268168,-0.6648824935914605
6,0,20,2.0219905690054047,1.2051325136519848
7,0,0,-1.4083874722572824,1.8607614905182197
7,0,1,0.8309752157657803,1.0688714469516933
7,0,2,1.272919299209824,0.5418308450230863
7,0,3,1.597841087355874,1.4469614332628549
7,0,4,1.7206794323032408,0.38310345900038695
7,0,5,-2.8326709054215136,-0.03909927992600963
7,0,6,0.6218660631936581,0.5315244823729774
7,0,7,-0.20476320700380699,-0.33856950802224267
7,0,8,-0.5170665794822779,-2.839456237783016
7,0,9,0.47273525007637207,0.8386358571624385
7,0,10,-1.1862912100823761,-0.692564825283675
7,0,11,-0.11377842584595788,1.168090094061479
7,0,12,0.4993699600329144,-3.0251674207378567
7,0,13,2.543856407592987,0.27640193763857457
7,0,14,2.7532528114692147,0.8889567600093102
7,0,15,2.2522759355432695,0.7049039206684333
7,0,16,-2.3149154973689035,0.3803150773414483
7,0,17,1.099301626254155,-0.3337131087913373
7,0,18,-0.6097639497879489,-3.399617936394958
7,0,19,0.022088591682562535,-1.5120650021726294
7,0,20,-0.991077615769723,0.2783978538498065
8,0,0,1.0249057910519248,0.45211618055978814
8,0,1,0.7689627908519353,-0.15501991126722586
8,0,2,-0.6134756132597884,-3.084642308793644
8,0,3,3.2603989430598714,2.9675681365961
8,0,4,1.2741108146048117,0.9101859178633901
8,0,5,-1.916304106018207,-3.382496686777126
8,0,6,3.1614813970549442,-1.3578235688000828
8,0,7,-3.409088613202281,2.646547346471681
8,0,8,-0.5298147604131301,0.5649290242099521
8,0,9,-1.3509006651218936,-0.11858479137227965
8,0,10,0.018709882363549153,-1.926455488326839
8,0,11,-2.281703518145698,0.22000891817137674
8,0,12,1.0429790515636368,-2.529692132431967
8,0,13,0.8023167779157151,-1.168850517436199
8,0,14,3.3368891215381034,-3.722356375473509
8,0,15,2.15368059694536,3.33281935124638
8,0,16,-2.5746311327626166,-0.5156750338095176
8,0,17,-0.6057632528568831,0.5462454123998796
8,0,18,-0.25762650465378667,-4.140220905527996
8,0,19,0.5023591620653525,-1.9384091529722904
8,0,20,3.205178919267035,1.3157100079371433
9,0,0,-1.1602082198768424,0.6029588957705351
9,0,1,1.84489109627257,0.9646338497357316
9,0,2,0.3538064094774226,0.0009842864289351272
9,0,3,2.458244924313207,0.5811077847051196
9,0,4,-0.46314459004557246,0.23907012260215998
9,0,5,0.12271699272389026,1.7107109998745047
9,0,6,-0.50936626273861,1.343449405171214
9,0,7,-0.25534034463389726,2.5417587782768476
9,0,8,0.9304553247452754,-0.16106113397132618
9,0,9,-0.35781290614948785,-0.12735094653333912
9,0,10,0.4980700221805295,-0.7902650585474539
9,0,11,-0.020750372333939997,0.5700920019495034
9,0,12,0.4423660237151566,-1.1055686387432915
9,0,13,0.08197442255679692,-0.7088165275412104
9,0,14,1.1792186938227642,-1.6859730156095225
9,0,15,2.009065668701475,0.9335422686646289
9,0,16,-1.3486815445489695,0.31527850173503896
9,0,17,0.07956883832802855,-0.6665737386984386
9,0,18,-0.8035016536481293,-0.5364743652850723
9,0,19,-0.016016345805442426,-1.2276381910334129
9,0,20,1.9757383366541876,1.1237456091797144
10,0,0,-1.3482319747451712,-0.33467994292519904
10,0,1,-0.31479581349089786,0.9337711049804247
10,0,2,1.6634230053022894,-0.510261649940413
10,0,3,2.7822817158993147,-0.41366177521450176
10,0,4,-0.13165938592021056,0.06947818306932603
10,0,5,-1.0919453364136606,-0.9851040827296355
10,0,6,0.6569569911376112,-0.5271141599128053
10,0,7,-0.45428832010965503,0.528770533957381
10,0,8,1.3452356328634554,-0.11368429665795467
10,0,9,-0.4831813606312287,-0.1649645474294292
10,0,10,0.3629311690873259,-0.8638635852022578
